gene_id	Calu3_totalRNA-S1-4h-A	Calu3_totalRNA-S1-4h-B	Calu3_totalRNA-S1-12h-A	Calu3_totalRNA-S1-12h-B	Calu3_totalRNA-S1-24h-A	Calu3_totalRNA-S1-24h-B	Calu3_totalRNA-S2-4h-A	Calu3_totalRNA-S2-4h-B	Calu3_totalRNA-S2-12h-A	Calu3_totalRNA-S2-12h-B	Calu3_totalRNA-S2-24h-A	Calu3_totalRNA-S2-24h-B	Calu3_totalRNA-mock-4h-A	Calu3_totalRNA-mock-4h-B	Calu3_totalRNA-mock-24h-A	Calu3_totalRNA-mock-24h-B	Calu3_totalRNA-untr-4h-A	Calu3_totalRNA-untr-4h-B
ENSG00000143107.9	0	0	1	0	1	1	2	0	0	1	1	6.5	2	5	3	1	1	1
ENSG00000143110.11	0	1	0	3	3	2	5	4	3	8.5	7	5	6	5	6	1	5	10
ENSG00000143119.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000143126.8	37	28	15	22	6	2	53	62	15	19	18	15	34	35	40	29	32	62
ENSG00000143127.13	8	7	2	7	1	1	27	15	5	3	7	7	13	11	8	7	11	13
ENSG00000143147.14	72	135	41	62	12	23	121	102	35	31	20	26	84	66	140	119	74	148
ENSG00000143149.12	274.5	530.5	229	186	100	112.5	500	424	228.5	178.5	174	193.5	470.5	449	553.5	588.5	408.5	497
ENSG00000143153.12	3207	5664	1798	1128	739	786	4747	4286	1268	1153	1076	1470	4330	4953	4865	4418	3636	4864
ENSG00000143155.13	396	636	209	137	89	101	455	468	176	152	107	188	512	603	652	624	375	552
ENSG00000143156.14	111	172	68	45	52	36	150	156	67	57	57	71	115	192	165	168	133	159
ENSG00000143157.11	1034	1451	563	495	278	282	1661	1587	578	527	478	614	1340	1249	1269	1164	1067	1348
ENSG00000143158.11	338	647	303	234	100	94	587	486	211	224	197	253	509	826	1105	1009	586	763
ENSG00000143162.9	401	749	277	192	95	85	623	553	194	196	144	202	597	747	604	525	562	707
ENSG00000143164.15	534	891	380	340	158	221	831	762	358	273	282	401	740	812	1265	1228	664	960
ENSG00000143167.12	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000143171.13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143178.13	11	21	12	7	2	3	31	25	4	8	20	12	23.5	8	32.5	13	18	22
ENSG00000143179.16	612	1093.5	418	368.5	182.5	200.5	1159	1098.5	380.5	386.5	306.5	397	918.5	1031.5	1077.5	983	859	1007.5
ENSG00000143183.16	821	1470	522	372	200	208	1394	1226	393	373	398	433	1434	1663	1304	1269	1023	1462
ENSG00000143184.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000143190.23	292	514	293	216	172	184	482	430	211	234	279	308	356	371	971	913	413	473
ENSG00000143194.13	0	0	1	0	0	0	1	0	1	0	0	3	0	1	0	0	1	0
ENSG00000143195.13	1	5	4	0	0	0	2	6	1	0	0	2	2	3	7	2	2	7
ENSG00000143196.5	0	0	0	0	0	0	0.5	0	1	0	0	2	0	0	0.5	3	0.5	0
ENSG00000143198.13	408	789	272	229	80	76	759	637	254	213	135	200	720	979	679	649	650	730
ENSG00000143199.17	3	11	1	2	3	3	3	5	0	5	3	2	3	4	4	9	4	3
ENSG00000143207.21	402	703	327	280	173	176	754	653	258	269	206	296	569	688	785	794	499	678
ENSG00000143217.9	190	350	165	148	110	101	349	299	78	76	121	121	274	278	285	203	326	353
ENSG00000143222.12	419	786	301	259	94	94	793	639	236	228	193	227	728	924	868	785	612	811
ENSG00000143224.18	50	79	36	32	7	9	87	113	16	31	21	22	63	83	107	104	99	78
ENSG00000143226.13	0	0	0.5	0	0	3	0	1	0	0	0	5	1	0	0	1	1	2
ENSG00000143228.13	60	189	123	70	65	57	123	132	71	68	81	154	146	166	530	440	101	191
ENSG00000143248.13	8	17.5	5.5	3	1	2	13.5	9.5	5.5	4.5	4.5	5.5	7	11	19.5	21	10.5	15
ENSG00000143252.14	648	1191	461	360	183	158	1111	1070	400	344	319	366	1000	978	1074	1025	779	1075
ENSG00000143256.5	193	419	167	147	71	85	427	329	127	152	159	200	375	612	509	439	355	387
ENSG00000143257.11	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000143258.16	131	198	125	94	85	65	240	207	102	125	116	176	188	218	240	221	171	226
ENSG00000143278.4	0	1	1	1	0	1	0	5	0	0	2	0	2	0	2	0	0	2
ENSG00000143294.15	273	532	267	225	126	105	575	406	202	210	233	267	446	500	517	479	467	482
ENSG00000143297.19	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
ENSG00000143303.12	173	283	94	72	64	66	294	221	87	87	82	99	223	243	243	169	224	273
ENSG00000143314.12	337	565	249	230	110	94	637	473	225	222	151.5	182	577	741	716.5	692	455.5	597.5
ENSG00000143315.7	190	303	121	61	34	33	362	275	86	88	54	94	280	310	233	205	226	281
ENSG00000143318.13	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1
ENSG00000143319.16	483	860	348	278	183	192	907	730	301	380	382	470	700	738	781	650	551	634
ENSG00000143320.9	41	54	19	11	5	6	58	46	16	14	19	20	48	50	42.5	45	41	51
ENSG00000143321.19	2690	4867	2222	1732	1157	1032	4873	4059	1696	1735	1724.5	2131	4232	4376	6805.5	6191	3817.5	4932.5
ENSG00000143322.20	921	1387	588	548	589	662	1393	1459	634	617	813	926	1085	990	715	759	1044	1475
ENSG00000143324.13	448	864	360	345	160	182	805	731	365	355	264	368	764	733	905	925	607	924
ENSG00000143333.7	11	15	3	4	4	2	15	17	2	6	7	11	14	9	7	3	10	7
ENSG00000143337.18	520	817	398	314	193	218	852	797	395	365	385	445	779	886	832	799	611	963
ENSG00000143340.6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000143341.12	4	3	4	4	1	6	2	3	2	1	8	14	4	2	3	0	2	3
ENSG00000143344.15	35	48	13	12	26	25	37	54	16	18	22	9	27	22	53	56	29	49
ENSG00000143353.12	61	105	29	46	29	30	74	111	49	25	38	47	93	129	141	136	83	127
ENSG00000143355.16	61	58	32	17	13	15	71	45	38	36	25	25	49	43	29	34	61	47
ENSG00000143363.17	118	205	133	82	65	66	242	204	94	76	85	100	213	220	344	285	161	225
ENSG00000143365.18	0	2	0	0	0	1	1	5	0	0	1	1	2	1	3	1	4	5
ENSG00000143367.16	477.5	746	357	283.5	238.5	278	719	543	319	378.5	393.5	441.5	438	459.5	641	516	510.5	634.5
ENSG00000143368.10	540	915	438	323	194	196	1103	881	425	418	391	461	778	967	906	806.5	806	819
ENSG00000143369.15	18	18	4	8	5	4	30	14	13.5	11	8	8	13	26	24	9	16	32
ENSG00000143373.18	282	539	300	294	147	145	587	466	224	252	288	346	474	422	638	575	533	586
ENSG00000143374.17	223.5	345	142.5	125	71	93	372	293	142.5	115	135.5	191	315	299.5	414.5	327	338.5	358
ENSG00000143375.15	906	1329	478	427	291	288	1552	1288	398	498	394	490	1109	988	1009	882	1091	1378
ENSG00000143376.14	502	635	244	292	142	134	666	710	261	223	193.5	247	525	449	713	720	508	720
ENSG00000143379.12	365	608	333	385	217	238	639	608	279	337	334	354	503	505	618	581	494	653
ENSG00000143382.14	12	9	9	8	0	3	15	16	5	4	3	6	8	6	15	9	9	6
ENSG00000143384.13	2117	3791	1493.5	1079	1037	916	3477	3114.5	2106.5	1828.5	1929.5	2677	2403	2594	2745.5	2786.5	1949	2818.5
ENSG00000143387.13	17	27.5	14	15	4	6	32	41	14	8	6	17	20	13	37.5	24	27	37
ENSG00000143390.17	438	782	391	370	265	232	875	727	429	535	624	745	750	787	938	811	696	840
ENSG00000143393.16	455	819	379	319	236	233	820	710	318	377	456	470	635	653	843	735	628	835
ENSG00000143398.20	389	626	329	273	292	287	653	634	345	310	495	509	459	511	639	548	455	595
ENSG00000143401.15	468	782	481	303	279	215	625	605	292	280	309	480	666	666	1807	1994	488	796
ENSG00000143409.15	109	151	90	78	44	48	144	128	58	66	71	58	129	124	182	156	158	179
ENSG00000143412.10	94	194	101	99	32	34	204	152	66	72	54	55	148	225	456	397	189	194
ENSG00000143416.21	0	4	0	3	1	2	0	1	2	0	0	4	3	2	8	6	2	2
ENSG00000143418.19	992	1885	779	590	322	338	2015	1632	655	718	469	638	1418	1756	1844	1502	1325	1589
ENSG00000143420.18	1045	1932	990	719	434	383	1870	1558	722	781	792	946	1723.5	2205	2651	2279	1688	2131.5
ENSG00000143429.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000143434.15	8	23	7	5	4	2	10	12	2	1	2	3	9	15	16	7	10	14
ENSG00000143436.11	390.5	675.5	242	208	102.5	160	609.5	505	187	224.5	244	292	602	827	696.5	644	467	607
ENSG00000143437.21	251	433.5	213	176	118	99	395	362	169	180	120	177	330	356	445.5	482	285	424
ENSG00000143442.22	466	692	335	336	274	237	706	721	372	402	350	446	572	507	790	800	540	792
ENSG00000143443.9	33	61	25	17	10	5	52	81	10	17	11	25	35	58	78	27	56	60
ENSG00000143450.16	5	5	8	7	2	5	7.5	4	2	10	4	13	9	6	6	6	6	14
ENSG00000143452.16	2	4	2	1.5	2	1	1	0	2	1	0	0	0	4	0	2	0	1
ENSG00000143457.11	367	729	328	255	171	178	563	599	227	272	238	324	546.5	634	994	881	595	835
ENSG00000143458.12	146	222	102	48	37	43	207	200	76	63	64	63	185	137	193	202	186	192
ENSG00000143469.19	29	61	20	10	5	7	53	40	10	11	0	14	47	56	14	15	66	72
ENSG00000143473.13	0	1	0	0	0	0	0	0	0.33	0	0	0	0	0	0	2	1	0
ENSG00000143476.18	450	853	459	376	169	160	882	851	439	429	300	452	824	923	985	874	833	1095
ENSG00000143479.16	87	134	60	36	28	33	126	136	56	46	57	65	91	117	179	136	95	123
ENSG00000143486.16	178	454	157	166	86	94	384	375	156	180	138	212	326	376	474	453	296	440
ENSG00000143493.13	334	536	270	225	154	133	607	518	263	328	270	359	498	541	618	576	478	626
ENSG00000143494.15	13	16	1	2	2	0	5	3	1	1	3	8	8	6	11	18	10	3
ENSG00000143498.18	80	119	52	38	21	28	155	125	55	53	52	67	120	114	110	115	85	102
ENSG00000143499.14	296	536	236	209	94	91	588	512	240	251	155	218	541	603	590	532	477	509
ENSG00000143502.15	3	9	5	5	3	3	13	14	7	6	2	5	4	10	20	19	4	5
ENSG00000143507.18	219	427	241	156	140	163	507	370	212	207	290	310	326	432	292	250	447	469
ENSG00000143512.13	2	1	0	2	1	0	1	3	0	0	1	0	0	0	0	1	1	0
ENSG00000143514.17	540	850	579	476	502	494	949	751	517	550	587	740	692	766	875	773	634	747
ENSG00000143515.17	55	97	44	36	22	30	95	65	37	28	43	47	60	61	90	58	66	88
ENSG00000143520.6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
ENSG00000143536.7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143537.13	389.5	753	349	350	250	159.5	829	624	303	377	366	439	684	774	1121.5	995	699.5	756
ENSG00000143543.15	349.83	592.83	268.33	220.83	106.33	96.67	617.17	477.33	197.83	229.67	183.17	242.17	512.5	698.33	681.5	600.5	422.5	622.67
ENSG00000143545.8	211	313.5	171.5	127	73.5	70	326.5	252	113	118	93.5	125	312.5	370	423	373.5	265.5	341.5
ENSG00000143549.20	2545.5	4201	1914	1485.5	892.5	848	4660	3792.5	1738	1822	1673	2079	3855.5	4922.5	5124.5	4438.5	3502.5	4245.5
ENSG00000143552.9	6	4	0	0	0	0	2	6	1	1	7	4	8	5	3	7	2	3
ENSG00000143553.10	167	294	144	101	56	75	292	253	99	98	107	123	283	369	379	311	259	301
ENSG00000143554.14	71	88	51	42.5	9.5	12	87	68	37.5	26.5	24.5	34.5	68	97	83	76	83.5	110
ENSG00000143569.19	1058	1644.5	618	576.5	325.5	332.5	1723	1503.5	671.5	643.5	614.5	734	1346	1433	1550	1424	1209	1552.5
ENSG00000143570.18	514.83	1018	383.5	321.5	167	156.5	1012.5	791.5	306	301	292	344	862.5	1084.5	1050.5	887	908.5	1072
ENSG00000143575.14	483	894	390	309	201	175	900	723	360	337	383	451	777	979	947	834	676	801
ENSG00000143578.16	96	161	71	76	36.5	24	188	133	46	57	51	70	151	198	225	227	173	205
ENSG00000143590.14	6	20	11.5	5	0.5	3.5	22	14.5	2	6	2	2.5	20.5	9.5	37.5	11.5	18.5	11.5
ENSG00000143595.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000143603.19	0	5	1	0	1	1	2	0	1	0	1	3	4	2	1	2	3	4
ENSG00000143612.20	1261	2343	933	793	429	426	2476	2095	809	795	754	945	1901	2497	1978	1879	1736.5	2174
ENSG00000143614.10	213	283	108	135	76	75	257	285	118	109	145	153	209	222	264	301	236	305
ENSG00000143621.17	1954	3429	1420	1216.5	665	709	3579	2858	1203	1263	1269	1651	3059	4242	4307	3794	2661.5	3422
ENSG00000143622.11	238	326	177	149	111	93	346	298	144	134	165	217	244	262	383	266	247	304.5
ENSG00000143624.14	379	606	361	282.5	159.5	164	584	564	252.5	292.5	248.5	319.5	517	520	891	706	480.5	665
ENSG00000143627.19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000143630.10	27	45	30	27	8	17	54	46	30	27	24	38	43	33	70	42	37	49
ENSG00000143631.10	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0
ENSG00000143632.14	1	2	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	2
ENSG00000143633.13	124	227	100	77	59	43	231	224	99	79	85	88	216	272	237	220	175	202
ENSG00000143641.10	1079	1701	778	645	308	313	1767	1508	577	559	437	520	1381	1466	1819	1737	1349	1621
ENSG00000143643.13	202	319	135	106	57	47	401	306	100	119	72	111	313	357	236	305	225	322
ENSG00000143653.10	381	646	291	209	74	87	555	551	180	220	122	156	561	686	622	567	400	633
ENSG00000143669.13	214	360	140	135	164	138	384	433	154	148	172	187	304	306	166	200	274	413
ENSG00000143674.11	315	471	265	205	152	118	486	469	211	218	154	207	410	469	668	646	445	589
ENSG00000143702.16	986	1643	627	509	305	314	1558	1536	541	564	518	602	1138	1168	1438	1340	844	1270
ENSG00000143727.16	303	433	203	174	78	62	434	386	186	169	153	195	359	504	544	614	338	492
ENSG00000143740.14	224	412	148	157	96	98	477	358	145	150	144	174	303	361	383	340	327	381
ENSG00000143742.13	692	1404	533	191	195	138	744	689	299	256	203	366	1033	1320	1516.5	1589.5	672	1165
ENSG00000143748.18	224	396	203	147	118	105	416	404	211	181	213	242	329	405	429	405	319	367
ENSG00000143751.10	303	528	229	140	106	128	491	432	176	201	223	296	428	427	460	415	332	428
ENSG00000143753.13	464	789	349	254	131	134	759	743	287	318	263	385	650	821	626	582	541	741
ENSG00000143756.12	864	1422	512	326	248	296	1253	1179	391	389	398	598	1069	1195	1194	1195	871	1233
ENSG00000143761.16	2586.5	4634	1738	1443	872.5	868	4910	3782	1488	1621	1703.5	2117.5	4043	4640	4695	4145.5	3977.5	4677.5
ENSG00000143768.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000143771.12	413	853	311	221	100	99	844	811	220	248	153	257	710	912	713	758	689	861
ENSG00000143772.9	129	178	82	73	28	22	158	147	74	79	73	66	136	114	185	163	125	157
ENSG00000143774.16	694	1251	572	547	294	266	1398	1067	604	591	653	802	1092	1549	1327	1236	1209	1347
ENSG00000143776.18	621	1118	484	451	205	220	1016	1178	395	429	298	406	935	869	1331	1224	834	1118
ENSG00000143786.8	13	24	12	3	4	3	24	16	2	1	7	8	17	23	13	14	13	21
ENSG00000143793.13	86	176	62	78	34	27	193	134	71	63	52	75	132	184	147	135	139	178
ENSG00000143797.12	248	380	182	138	82	64	328	344	115	113	60	102	261	319	425	475	228	440
ENSG00000143799.13	1491	2312	1188	1006	506	441	2458	2130	1017	1016	798	1013	2107	2051	3129	2592	2020	2278
ENSG00000143801.17	155	316	138	84	46	39	349.5	292	89	116	70	116	282	314	249	192	291	346.5
ENSG00000143811.19	285.5	578	226.5	203.5	114.5	104.5	618	516.5	187	222	175	253	524	656	499	464	481	623
ENSG00000143815.15	609	1161	583	388	415	453	959	974	402	442	452	571	1002	998	2627	2496	756	1126
ENSG00000143816.8	10	7	1	0	2	1	3	10	0	1	1	0	11	12	1	2	2	5
ENSG00000143819.12	107	180	73	69	24	29	138	141	51	65	43	52	198	195	192.5	234.5	147	247
ENSG00000143839.15	2	2	3	2	0	0	7	4	1	2	0	1	2	1	4	3	2	4
ENSG00000143842.15	130	234	110	79	72	37	218	216	145	125	119	139	193	153	224	189	182	175
ENSG00000143845.15	36	97	33	31	11	16	94	70	16	22	28	20	50	76	80	45	81	93
ENSG00000143847.15	1	3	1	6	1	1	5	1	4	1	1	0	4	6	13	7	5	1
ENSG00000143850.15	488	688	334	313	161	147	671	665	263	268	242	273	615	559	746	666	585	759
ENSG00000143851.15	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000143858.12	0	2	0	0	0	1	1	0	2	0	1	1	0	0	0	0	1	4
ENSG00000143862.8	169	340	122	97	49	54	382	281	114	90	87	159	290	357	319	267	264	290
ENSG00000143867.7	4	4	0	1	0	0	3	1	1	1	6	1	3	1	2	4	6	2
ENSG00000143869.7	1	3	0	0	0	0	1	2	0	0	0	1	1	2	4	0	3	1
ENSG00000143870.12	2775	4751	2085	1491	1130	1077	4294	3982	1784	1743	1999	2898	4132	5012	6456	5902	3338	4460.5
ENSG00000143878.9	1040	1987	821	688	398	318	1888	1555	621	689	823	907	1148	1427	1638	1404	1501	1928
ENSG00000143882.12	1	0	0	2	0	0	0	3	0	0	0	1	1	1	1	1	0	1
ENSG00000143889.16	238	390	213	161	114	106	410	400	156	177	167	257	313	412	499	397	354	410
ENSG00000143891.17	64	157	61	54	26	34	116	129	44	32	32	42	137	162	268	198	127	129
ENSG00000143919.15	40	103	45	70	23	26	107	79	45	41	45	39	93	103	160	121	85	100
ENSG00000143921.8	2	9	3	1	0	1	6	2	0	0	0	1	3	7	2	12	4	12
ENSG00000143924.19	856	1514	663	479	400	417	1514	1431	608	606	478	702	1325	1184	1976	1843	1041	1399
ENSG00000143933.17	2593	4189	1525	1296.5	769	796.5	4357	3928	1209	1231	1100	1633.5	3812.5	5018.5	4483.5	4811.5	3491.5	4709.5
ENSG00000143942.5	62	123	83	34	16	9	100	114	54	41	51	63	102	134	121	111	80	97
ENSG00000143947.13	2630	4608	1972	1483	918	899	4794	3953	1609	1616	1404	1790	3762	5421	4575	4276	2797	3855
ENSG00000143951.16	54	93	42	30	35	11	114	115	51	33	34	55	89	68	123	100	70	69
ENSG00000143952.20	181	254	118	110	87	89	254	278	107	109	92	163	220	201	269	335	151	243
ENSG00000143954.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000143970.16	740	1297	467	398	250	271	1155	1198.5	422	452	453	568	979	905	1085	1077	945	1257
ENSG00000143971.8	120	213	79	64	43	38	156	174	69	56	64	74	189	184	216	199	147	228
ENSG00000143977.14	378	799	438	259	139	156	731	673	271	309	314	365	779	1024	1269	1037	599	738
ENSG00000143994.14	4	3	1	3	0	1	6	4	1	3	3	1	9	5	2	3	4	6
ENSG00000143995.20	61	110	60	51	37	33	105	106	51	52	60	69	90	97	113	117	102	106
ENSG00000144010.9	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000144021.2	660	1120	541	369	191	174	1285	1096	443	387	341	481	958	978	977	985	798	1036
ENSG00000144026.12	174	270	82	77.5	25	37	263.5	251	73.5	74	57	81	216.5	220.5	227.5	204	181.5	278
ENSG00000144028.15	2729	4523	1831	1861	943	890	4956	4230	1922	1716	1420.5	1604	3991	3587.5	5074	4693	3745	4713
ENSG00000144029.12	528	856	444	295.5	155	169	885.5	862	325.5	378	281	372	850.5	1016.5	996.5	951	658.5	891
ENSG00000144031.12	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	1
ENSG00000144034.14	180	296	164	79	53	33	187	220	81	81	61	103	229	322	366	397	166	211
ENSG00000144035.3	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	2	0
ENSG00000144036.15	265	506	203	152	103	90	478	506	193	201	120	216	400	387	605	498	372	480
ENSG00000144040.12	105	195	67	58	26	22	222.5	164	51	55	55	94	144	142	151.5	160	154.5	204
ENSG00000144043.12	579.5	993.5	417	384	172	171	1152	1008.5	408	384	207.5	300.5	841	897	974.5	903.5	823	996.5
ENSG00000144045.14	1	2	0	1	1	2	4	5	3	5	2	5	2	8	7	7	3	2
ENSG00000144048.10	140	286	106	79	54	49	290	237	102	90	108	112	228	269	238	221	199	225
ENSG00000144057.15	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000144061.12	51	101	42	36	19	26	90	95	36	39	16	24	70	105	110	106	68	94
ENSG00000144063.3	54	68	30	16	10	8	67	76	14	29	19	14	84	101	52	47	94	76
ENSG00000144115.16	6	11	1	1	0	2	8	9	6	0	5	3	9	8	1	4	8	8
ENSG00000144118.14	549	927	373	315	148	153	932	811	415	384	303	381	785	898	889	801	676	888
ENSG00000144119.4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000144120.13	132	241	97	66	53	35	267	197	79	86	85	99	211	236	220	182	164	222
ENSG00000144130.11	25	25	12	12	11	7	50	33	7	7	6	13	22	36	7	13	33	44
ENSG00000144134.18	36	88	24	27	12	18	74	83	17	28	15	19	58	53	67	48	63	78
ENSG00000144136.11	928	1512	531	430	304	255	1513	1481	427	504	403	549	1072	1178	914	858	793	963
ENSG00000144152.13	2	2	0	0	1	0	2	1	0	1	1	0	1	3	0	0	4	1
ENSG00000144158.4	12	25	13	6	10	11	22	15	16	5	9	13	22	26	51	50	12	23
ENSG00000144161.13	53	96	22	16	13	13	68	75	24	14	17	21	69	57	49	60	27	66
ENSG00000144182.17	39.5	52.5	31.5	31.5	5	11	77	49.5	38	29.5	40	32.5	57.5	73.5	55	70	35	68.5
ENSG00000144188.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144191.11	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
ENSG00000144199.11	33	45	25	29	8	3	37	46	24	18	16	21	46	59	54	51	36	59
ENSG00000144214.9	11	13	3	3	4	2	10	4	4	5	5	13	7	10.5	4.5	10	13	6
ENSG00000144218.18	0	0	1	0	0	0	0	4	0	0	0	4	1	0	2	0	0	0
ENSG00000144224.17	729	1359	616	440	255	263	1283	1232	532	482	374	517	1116	1255	1395	1365	1002	1478
ENSG00000144227.5	14	24	8	11	5	4	32	27	9	6	17	4	22	42	24	18	13	25
ENSG00000144228.8	377	655	343.5	239	144	164	563.5	514	237.5	241	186	294	430	552	626	645.5	335	623
ENSG00000144229.12	0	0	0	0	0	0	1	0	0	0	1	4	1	0	1	1	1	0
ENSG00000144231.11	433	652.5	332	223.5	135	148.5	763	724	245	231.5	202.5	310.5	642	582	675.5	737	430.5	626.5
ENSG00000144233.9	297	469	205	172	112	123	511	456	210	186	180	214	384	344	421	409	342	438
ENSG00000144278.15	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	1	1	0
ENSG00000144283.21	1132	1925	962	817	526	510	1835	1754	814	903	652	898	1519	1606.5	2748	2437	1352.5	1898
ENSG00000144285.19	0	4	2	0	2	0	1	1	0	0	0	1	1	0	2	2	1	1
ENSG00000144290.17	3	5	1	0	0	3	4	2	0	0	2	2	6	7	0	2	4	1
ENSG00000144306.14	165	363	124	70.5	33	38	270	274	95	65	49	82	289	359	247	278	191	316
ENSG00000144320.14	272	575	269	185	64	71	443	400	231	190	113	146	381	412	580	587	377	517
ENSG00000144331.20	0	0	3	3	0	2	2	0	2	0	0	0	1	0	3	2	1	3
ENSG00000144339.12	0	1	0	1	1	0	0	1	0	0	0	3	0	3	0	2	0	0
ENSG00000144354.14	330	655	332	241	123	109	747	608	258	204	133	207	620	636	774	740	529	646
ENSG00000144355.15	2	1	1	0	2	1	1	0	0	0	0	5	3	1	0	0	0	0
ENSG00000144357.16	351	605	308	297	212	200	629	689	313	323	280	384	482	429	565	623	463	672
ENSG00000144362.12	61.5	76	37	11	6	8.5	52	40.5	23.5	19.5	14.5	17	57	47.5	61.5	48	51	84
ENSG00000144366.16	1020	1755	614	467	353	297	1700	1536	580	559	427	652	1405	1615	807	871	1370	2102
ENSG00000144369.13	110	260	138	60	67	72	180	168	88	80	80	104	207	215	365	359	192	306
ENSG00000144381.17	6337	10264	4111	3280	2539	2385	9788	9784	4074	3837	3505	4786	8854	10280	10558	10647	6309	9455
ENSG00000144395.18	64	112	61	46	28	37	93	112	59	55	43	76	113	102	172	160	87	108
ENSG00000144401.14	104	174	66	47	31	23	159	168	56	57	51	63	143	143	171	154	137	145
ENSG00000144406.18	2	1	5	1	3	0	2	4	3	4	4	11	1	1	3	1	8	8
ENSG00000144407.9	2	4	0	1	2	3	3	3	0	0	0	0	3	6	2	2	0	5
ENSG00000144410.4	0	1	0	1	1	0	4	3	0	0	0	0	2	6	1	0	1	0
ENSG00000144426.18	432.5	662	332	288	224	230.5	602.5	704.5	261	248	340	419.5	508.5	571	883	783.5	510	765
ENSG00000144445.17	198	357	189	177	115	114	322	320	162	153	125	161	285	335	439	443	316	395
ENSG00000144451.19	87	167	71	63	34	20	99	117	27	29	37	54	143	150	216	224	113	195
ENSG00000144452.15	29	57	37	35	74	76	70	43	34	20	46	40	52	38	49	56	49	58
ENSG00000144455.14	227	388	183	127	74	48	449	399	116	128	60	74	328	500	596	437	343	392
ENSG00000144460.12	4	2	0	0	1	0	1	1	1	0	0	0	4	1	1	0	0	2
ENSG00000144468.17	129	197	91	81	64	47	236	227	91	115	90	95	195	239	237	219	186	269
ENSG00000144476.6	1	6	4	2	0	1	5	7	3	2	6	4	8	8	8	9	6	8
ENSG00000144481.17	11	12	1	0	0	2	3	8	2	0	1	3	6	13	14	4	5	8
ENSG00000144485.11	20	62	18	14	1	6	41	33	13	21	13	26	27	43	32	38	32	42
ENSG00000144488.15	2	2	0	0	0	0	2	2	1	1	2	0	1	3	2	3	8	2
ENSG00000144504.15	92	117	66	45	15	28	129	164	53	41	30	33	107	85	142	139	103	104
ENSG00000144524.17	263	461	177	164	96	81	546	419	163	167	190	230	446	466	552	459	453	439
ENSG00000144535.19	223	432.5	181	178.5	97	70.5	456.5	412.5	166	168	123.5	150.5	311	325.5	339.5	309	321.5	375
ENSG00000144550.13	1	3	0	2	0	1	6	1	3	6	3	1	4	2	2	2	3	3
ENSG00000144554.10	345	562	365	330	230	200	614	590	324	377	246	381	580	490	1237	1220	463	671
ENSG00000144559.10	94	107	53	35	12	32	126	140	34	45	33	47	114	97	116	87	80	107
ENSG00000144560.15	497	954	301	275	125	112	904	760	258	259	236	296	758	729	768	698	730	966
ENSG00000144566.11	243.5	389	155	157	109	97	339	289	172	124	177	273	283	331	310	433	244	457
ENSG00000144567.11	459	798	340	276	146	141	878	765	234	270	228	232	600	680	864	769	639	826
ENSG00000144579.7	369.5	750.5	335	266	144	135.5	850	682	269	248	232	271	582.5	701	846.5	738	775	829
ENSG00000144580.13	442	772	396	303	198	211	735	798	354	384	331	481	735	766	1004	800	662	878
ENSG00000144583.5	10	17	6	4	3	4	18	15	8	5	3	11	9	12	2	10	6	15
ENSG00000144589.22	106	169	74	78	42	41	164	153	56	76	62	107	126	100	203	177	142	188
ENSG00000144591.18	306	501	228	209	104	105	578	410	206	208	208	242	429	575	588	523	471	540
